overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image,sentiment,cleaned_text,enhanced_rating,rating_diff
5,,True,"01 24, 2013",A2C4LTHQRBQNO8,B0062ONJ6U,,R. Albin,"Great last minute Xmas present... no NOT_full NOT_parking NOT_lots, no NOT_lines! NOT_Great NOT_selection of cards, and great selection of gifts.",Great service,1358985600,,Positive,great last minute xmas present no notfull notparking notlots no notlines! notgreat notselection card great selection gift,4.781,0.2190000000000003
3,2,True,"11 23, 2016",A35ZJY01RQSY5O,B01E4QQ6QM,{'Gift Amount:': ' 25'},Backpacker,"This holder is OK, but Amazon offers better ones.",OK,1479859200,,Neutral,holder ok amazon offer better one,3.5677,0.5676999999999999
3,,True,"01 20, 2014",A27KR9V22CBZNE,B004KNWX3U,,tjfh,"The gift card was a very convenient option the downside,I did not NOT_have NOT_the NOT_quality of paper. For some reason the $sign and the first numeral of the value,in this case 3, managed to over-print. Otherwise satisfactory for the time-frame and availability. Terry Hefferen",Kindle gift card,1390176000,,Neutral,gift card convenient option downsidei not nothave notthe notquality paper reason sign first numeral valuein case managed overprint otherwise satisfactory timeframe availability terry hefferen,3.5278,0.5278
5,,True,"03 1, 2017",A6A4QACIAEV8D,B00BXLSPGQ,,J. Consoomr,bought as gift,Five Stars,1488326400,,Positive,bought gift,4.5523,0.4477000000000002
4,,True,"01 24, 2014",AYHU6UL5M6BW1,B00G4IURXW,,Guamian1,It was and fast. Just what they wanted. Nice not NOT_to NOT_have NOT_to go out into the crowds to shop during Xmas season.,Convenient,1390521600,,Positive,fast wanted nice not notto nothave notto go crowd shop xmas season,3.9372,0.06280000000000019
2,,True,"11 5, 2017",A1B295380ZA7XC,B00JDQJZWG,{'Gift Amount:': ' 25'},Amazon Customer,"Unfortunately, the case was damaged, but i ca not NOT_return NOT_it NOT_back due to the birthday of my friend is on 2 days: C","Unfortunately, the case was damaged, but i can't ...",1509840000,,Negative,unfortunately case damaged ca not notreturn notit notback due birthday friend day c,2.7135,0.7134999999999998
3,,True,"07 8, 2013",A2GSG26FKALUCQ,B00CRQ43KS,,J. Bater,Purchased this gift for Father's Day via the email I received stating bonus goift card would be sent to myself for completing this offer. I have not NOT_received NOT_it.,Remainder of offer not received,1373241600,,Neutral,purchased gift father day via email received stating bonus goift card would sent completing offer not notreceived notit,3.6005,0.6004999999999998
1,,True,"02 13, 2018",A2FIZPQYBYWP5Q,B01B25L7US,{'Gift Amount:': ' 50'},Patti,The picture shows that the amount of gift card is on it. The one that I received does NOT NOT_have NOT_the NOT_amount of card printed on it. I specifically picked this because of the amount being shown in the picture.,Don't buy if you want the amount of card printed on it.,1518480000,,Negative,picture show amount gift card one received not nothave notthe notamount card printed specifically picked amount shown picture,2.1523,1.1522999999999999
5,,True,"02 20, 2018",A3LA566BR3SY7G,B004LLIKVU,{'Gift Amount:': ' 50'},Shirley A. Chirch,This was the easiest birthday card I've ever purchased. It was sent promptly on the date requested and I received notification that it was received. Thank you very much it could not NOT_have NOT_been NOT_easier.,Ecard for birthday gift,1519084800,,Positive,easiest birthday card ive ever purchased sent promptly date requested received notification received thank much could not nothave notbeen noteasier,4.7189,0.28110000000000035
1,3,True,"06 11, 2015",A360YZR3V7SAOM,B00MV9H6VY,,Evan Quevedo,Taking a really long time to get mine....,One Star,1433980800,,Negative,taking really long time get mine,1.8,0.8
1,75,True,"03 16, 2017",A21AJ8SYUA4CMI,B00GOLH84U,,Dolores Graham,"Buyer be Aware! I purchased this gift card from Amazon on January 21st. I tried to use it today to be told that it had a zero balance. I called Amazon and they told me too bad. They can not NOT_reissue NOT_me NOT_a new card even though Nordstrom can verify that funds were removed from the card before I ever purchased it. In other words, Amazon sold me a card for $50 with a zero balance on the card. I have appealed their decision and am awaiting a decision. I have talked to no NOT_less NOT_than NOT_4 representatives from Amazon today. None NOT_of NOT_them NOT_have been able to fix this issue.",Buyer Be Aware!!!!!,1489622400,,Negative,buyer aware! purchased gift card amazon january st tried use today told zero balance called amazon told bad not notreissue notme nota new card even though nordstrom verify fund removed card ever purchased word amazon sold card zero balance card appealed decision awaiting decision talked no notless notthan not representative amazon today none notof notthem nothave able fix issue,2.1321,1.1320999999999999
5,,True,"01 26, 2015",AESQW68HNVQB1,B00G4IV2VI,,luz mejias,exelenten,Five Stars,1422230400,,Positive,exelenten,4.2,0.7999999999999998
5,,True,"10 7, 2015",A37K06M5UMSWB5,B00H5BM4CO,,Sarge,Great for a last minute gift. Everybody can use an Amazon Gift card!!,Great easy but thoughtful gift,1444176000,,Positive,great last minute gift everybody use amazon gift card!!,4.9231,0.07690000000000019
3,,True,"11 21, 2012",A2T5DPZ88ITMG1,B004Q7CK9M,{'Gift Amount:': ' 25'},Angie Parker,"Was disappointed when the gift cards arrived with no NOT_personalization NOT_oon NOT_them as promised when ordering! Packing invoice even plainly listed each card and it's personalized message, but it was no NOT_where NOT_to NOT_be found on the cards.",Free Gift message was not included,1353456000,,Neutral,disappointed gift card arrived no notpersonalization notoon notthem promised ordering! packing invoice even plainly listed card personalized message no notwhere notto notbe found card,2.6269,0.3731
5,,True,"08 3, 2013",A2WWIQEZL98FOC,B00CRQ4CF4,,Tech Not,Always a great gift since my Dad spends a lot of time on your site. makes it easy for him to pick what he wants. And I guess he had no NOT_issues NOT_redeeming NOT_it!,Nice Card!,1375488000,,Positive,always great gift since dad spends lot time site make easy pick want guess no notissues notredeeming notit!,4.8718,0.12819999999999965
3,,True,"01 10, 2017",A2SXOEXF4G1GNA,B00CHQ7I2S,{'Gift Amount:': ' 50'},Amazon Customer,"Sent to early, did not NOT_say NOT_who NOT_it was from and it was supposed to be in a tin not NOT_attached NOT_to NOT_an ornament? Dissapointed",Not what I expected from Amazon,1484006400,,Neutral,sent early not notsay notwho notit supposed tin not notattached notto notan ornament dissapointed,3.0,0.0
5,,True,"05 14, 2014",A33PR9I8BVY892,B004KNWX3U,,Pinkie,Highly Recommend them....My Husband is an avid reader and loves the fact he can choose his own books. For the person that has everything..:),Gift Cards,1400025600,,Positive,highly recommend themmy husband avid reader love fact choose book person everything,4.8614,0.13860000000000028
1,,True,"02 4, 2015",A24EBHZD61K314,B004LLIL5A,,Craig Gibleon,why would I need to review a gift card,One Star,1423008000,,Negative,would need review gift card,2.1523,1.1522999999999999
5,,True,"04 19, 2016",A6YDAMHQTVHP9,B00DNAGTIQ,,Hearts77,Good deal on a lightening deal. Easy to use when ordering online also.,Easy to use,1461024000,,Positive,good deal lightening deal easy use ordering online also,4.7602,0.2397999999999998
1,,False,"03 8, 2018",A3Q622LC9FNTNF,B004LLIKVU,{'Gift Amount:': ' 50'},kalaimani Ponnusamy,You guys cant cheat people by not NOT_letting NOT_to NOT_check gift card balance in easy way. Cant find it by scanning the card? Is it amazon or one of my local community bank? Be bold and step up amazon...,Automated gift card balance,1520467200,,Negative,guy cant cheat people not notletting notto notcheck gift card balance easy way cant find scanning card amazon one local community bank bold step amazon,2.53,1.5299999999999998
3,,True,"01 22, 2017",A3H21XJDJPA8YF,B0091JKJ0M,{'Gift Amount:': ' 75'},CarolC,We sent this gift card directly from Amazon to our brother-in-law who lives in another State. The card was delivered on time and the gift box was very nice. The problem was that the gift did not NOT_indicate NOT_who NOT_the card was from. I had to ask my sister if my brother-in-law got his gift card from Amazon because they could not NOT_tell NOT_who NOT_the gift was from.,A gift from ?,1485043200,,Neutral,sent gift card directly amazon brotherinlaw life another state card delivered time gift box nice problem gift not notindicate notwho notthe card ask sister brotherinlaw got gift card amazon could not nottell notwho notthe gift,3.7582,0.7582
3,15,False,"10 19, 2009",A3QQR1W9V4LS8W,B001GXRQW0,{'Gift Amount:': ' 25'},Barry L. Reynolds,"Two years ago I bought a $50 gift certificate to give my sister. I figured on Amazon she could find something that she'd like and I would not NOT_make NOT_a NOT_bad purchase thus disappointing her. My sister did not NOT_have NOT_an NOT_Amazon account so had to open one before she tried to purchase something. At that time everything that she added to her cart could not NOT_be NOT_purchased NOT_because it was either not NOT_offered NOT_directly NOT_through Amazon or it was not NOT_qualified NOT_for NOT_another reason. My sister told me of her problems and I told her to not NOT_worry NOT_to NOT_just give me the code and I would give her $50 to use on whatever she wanted. When I tried to apply the code to my account, I discovered it was already used. I ended up having to use my sister's account to make a purchase for myself with the $50 gift certificate. When you apply a gift certificate (even if you do not NOT_even NOT_use NOT_it because your order was not NOT_successful!) NOT_the NOT_gift certificate amount is *fixed* to your account. Therefore, you cannot remove it and give it to someone else. It created a big hassle for me. Make sure that the person you are giving it to will be able to buy something s/he wants. Troublesome.","When you apply it, be sure you are sure you want to use it!",1255910400,,Neutral,two year ago bought gift certificate give sister figured amazon could find something shed like would not notmake nota notbad purchase thus disappointing sister not nothave notan notamazon account open one tried purchase something time everything added cart could not notbe notpurchased notbecause either not notoffered notdirectly notthrough amazon not notqualified notfor notanother reason sister told problem told not notworry notto notjust give code would give use whatever wanted tried apply code account discovered already used ended use sister account make purchase gift certificate apply gift certificate even not noteven notuse notit order not notsuccessful! notthe notgift certificate amount fixed account therefore cannot remove give someone else created big hassle make sure person giving able buy something want troublesome,3.6842,0.6842000000000001
1,4,True,"06 14, 2015",A2PNTZLAQB4SV,B00OR54DES,,belinda sarvis,"Bought four of these because I find qvc addicting , would rather just purchase what I need. Called qvc the representative was rude acted like I was using food stamps. Rushing me to read the numbers . At first she said she was not NOT_sure NOT_if NOT_I could use more than one at a time. Asked for express delivery she was not NOT_sure NOT_if NOT_she could do that either? I mean it is cash money! I have one left will use it when item is in stock since she rushed me off the phone. Hesitant to order again .",rude qvc rep!!,1434240000,,Negative,bought four find qvc addicting would rather purchase need called qvc representative rude acted like using food stamp rushing read number first said not notsure notif noti could use one time asked express delivery not notsure notif notshe could either mean cash money! one left use item stock since rushed phone hesitant order,1.4641,0.46409999999999996
3,,True,"03 30, 2018",A2B26104SBE2G4,B004LLIKVU,{'Gift Amount:': ' 50'},paul,its a gift card,Three Stars,1522368000,,Neutral,gift card,3.3523,0.35230000000000006
3,3,True,"12 11, 2015",AFYINFGXE5KNJ,B00N47FXDK,,M. Krupit,"The idea is good, the packaging attractive, and I like the convenience and flexibility. However, each gift card comes with a cheap sticker on the front telling the buyer to activate it. The stickers do not NOT_come NOT_of NOT_easily or cleanly - they live a sticky residue that does not NOT_come NOT_off NOT_easily. Poorly manufactured or poorly stored. Makes a yukky gift if you do not NOT_clean NOT_the NOT_cards well.",Sticky residue from the activate labels,1449792000,['https://images-na.ssl-images-amazon.com/images/I/71VQ707ItyL._SY88.jpg'],Neutral,idea good packaging attractive like convenience flexibility however gift card come cheap sticker front telling buyer activate sticker not notcome notof noteasily cleanly live sticky residue not notcome notoff noteasily poorly manufactured poorly stored make yukky gift not notclean notthe notcards well,3.7588,0.7587999999999999
